order_id,order_line_id,customer_id,product_id,location_id,order_datetime,quantity,unit_price
ORD0044,2,C454,P005,ST004,2024-10-20 12:43:38,5,867.76
ORD0044,3,C454,P006,ST004,2024-10-20 12:43:38,2,670.37
ORD0045,1,C063,P020,WH004,2024-09-19 17:04:48,5,1353.92
ORD0045,2,C063,P006,WH004,2024-09-19 17:04:48,5,1237.06
ORD0045,3,C063,P005,WH004,2024-09-19 17:04:48,4,1865.65
ORD0046,1,C754,P014,ST001,2024-07-06 07:22:16,2,671.49
ORD0046,2,C754,P021,ST001,2024-07-06 07:22:16,1,1556.64
ORD0047,1,C683,P016,WH003,2024-06-04 20:53:25,4,16.31
ORD0048,1,C128,P015,WH004,2024-03-29 13:48:07,1,1106.51
ORD0049,1,C241,P002,WH004,2024-02-11 15:34:49,1,581.49
ORD0049,2,C241,P019,WH004,2024-02-11 15:34:49,1,1733.32
ORD0050,1,C543,P005,WH001,2024-12-30 06:33:54,1,649.13
ORD0051,1,C362,P001,WH004,2024-04-02 18:41:49,1,481.53
ORD0051,2,C362,P018,WH004,2024-04-02 18:41:49,2,1007.68
ORD0052,1,C793,P014,WH003,2024-05-15 08:12:17,4,504.15
ORD0052,2,C793,P009,WH003,2024-05-15 08:12:17,2,1412.43
ORD0053,1,C685,P015,ST004,2024-01-04 07:17:49,2,1048.02
ORD0053,2,C685,P004,ST004,2024-01-04 07:17:49,4,439.25
ORD0053,3,C685,P007,ST004,2024-01-04 07:17:49,1,319.61
ORD0054,1,C378,P019,WH004,2024-03-04 05:06:55,1,49.64
ORD0055,1,C654,P008,ST003,2024-05-30 15:43:18,1,1952.67
ORD0056,1,C859,P001,WH003,2024-01-07 18:24:23,1,1553.21
ORD0056,2,C859,P021,WH003,2024-01-07 18:24:23,2,323.34
ORD0057,1,C337,P002,WH004,2024-07-31 12:33:49,4,472.65
ORD0057,2,C337,P012,WH004,2024-07-31 12:33:49,2,1456.24
ORD0057,3,C337,P004,WH004,2024-07-31 12:33:49,4,305.99
ORD0058,1,C082,P001,WH004,2024-01-29 22:18:04,3,189.22
ORD0058,2,C082,P015,WH004,2024-01-29 22:18:04,5,1099.83
ORD0058,3,C082,P015,WH004,2024-01-29 22:18:04,1,275.45
ORD0059,1,C733,P020,WH001,2024-03-06 08:40:54,1,1836.49
ORD0059,2,C733,P012,WH001,2024-03-06 08:40:54,3,319.59
ORD0060,1,C117,P012,WH002,2024-02-09 06:12:20,2,551.21
ORD0061,1,C161,P007,ST003,2024-02-28 22:27:12,4,1045.72
ORD0061,2,C161,P001,ST003,2024-02-28 22:27:12,4,16.17
ORD0062,1,C922,P017,WH004,2024-08-02 02:20:37,1,383.54
ORD0063,1,C845,P021,ST004,2024-02-15 18:21:44,5,1774.88
ORD0063,2,C845,P010,ST004,2024-02-15 18:21:44,1,782.80
ORD0064,1,C594,P001,ST004,2024-01-16 01:45:24,3,555.95
ORD0065,1,C773,P019,WH004,2024-08-05 15:54:33,2,879.40
ORD0066,1,C518,P012,ST001,2024-06-30 06:50:22,3,1507.42
ORD0066,2,C518,P007,ST001,2024-06-30 06:50:22,3,635.45
ORD0066,3,C518,P010,ST001,2024-06-30 06:50:22,1,147.03
ORD0067,1,C588,P022,WH001,2024-03-18 12:08:06,2,1541.62
ORD0067,2,C588,P016,WH001,2024-03-18 12:08:06,3,1751.77
ORD0067,3,C588,P013,WH001,2024-03-18 12:08:06,2,284.00
ORD0068,1,C433,P014,WH002,2024-01-04 15:40:43,5,1234.00
ORD0069,1,C298,P023,WH004,2024-04-15 13:19:57,2,548.36
ORD0070,1,C175,P011,ST004,2024-01-31 19:39:43,3,1364.98
ORD0070,2,C175,P023,ST004,2024-01-31 19:39:43,4,250.08
ORD0071,1,C249,P009,WH002,2024-12-21 12:19:13,4,153.66
ORD0071,2,C249,P014,WH002,2024-12-21 12:19:13,4,1578.67
ORD0072,1,C232,P002,WH003,2024-08-08 03:08:42,2,494.92
ORD0073,1,C496,P011,ST003,2024-04-30 10:55:17,2,1661.88
ORD0074,1,C057,P004,WH003,2024-01-31 15:08:26,2,1267.45
ORD0075,1,C507,P009,ST001,2024-05-04 16:08:50,3,1232.10
ORD0075,2,C507,P011,ST001,2024-05-04 16:08:50,5,99.42
ORD0075,3,C507,P003,ST001,2024-05-04 16:08:50,1,1662.15
ORD0076,1,C797,P021,WH004,2024-10-16 00:18:18,2,1446.96
ORD0077,1,C484,P023,ST003,2024-09-29 10:22:50,5,42.98
ORD0078,1,C163,P005,ST004,2024-09-29 07:35:20,5,1435.89
ORD0079,1,C399,P017,WH003,2024-05-07 17:59:00,5,903.97
ORD0079,2,C399,P014,WH003,2024-05-07 17:59:00,1,1198.56
ORD0079,3,C399,P011,WH003,2024-05-07 17:59:00,5,1514.49
ORD0080,1,C449,P007,ST001,2024-01-11 16:14:44,1,313.68
ORD0080,2,C449,P021,ST001,2024-01-11 16:14:44,5,696.46
ORD0080,3,C449,P003,ST001,2024-01-11 16:14:44,3,32.71
ORD0081,1,C368,P015,WH001,2024-01-26 09:44:04,5,1683.92
ORD0081,2,C368,P018,WH001,2024-01-26 09:44:04,1,58.02
ORD0082,1,C004,P024,ST003,2024-11-11 00:21:53,1,996.18
ORD0083,1,C459,P018,WH003,2024-01-08 13:09:51,2,468.34
ORD0084,1,C072,P015,WH002,2024-10-08 09:22:17,1,189.97
ORD0084,2,C072,P025,WH002,2024-10-08 09:22:17,3,470.51
ORD0085,1,C257,P008,WH001,2024-05-22 18:38:39,2,1261.80
ORD0085,2,C257,P024,WH001,2024-05-22 18:38:39,1,1247.11
ORD0086,1,C785,P021,WH004,2024-09-26 20:55:43,4,170.83
ORD0087,1,C963,P010,WH004,2024-06-27 04:34:25,1,1158.55
ORD0088,1,C161,P008,WH003,2024-09-29 16:48:11,1,1461.56
ORD0089,1,C984,P009,WH002,2024-11-25 19:04:41,5,694.47
ORD0089,2,C984,P019,WH002,2024-11-25 19:04:41,2,1530.18
ORD0089,3,C984,P005,WH002,2024-11-25 19:04:41,4,498.48
ORD0090,1,C578,P011,WH002,2024-06-05 11:42:22,1,1760.07
ORD0090,2,C578,P017,WH002,2024-06-05 11:42:22,3,199.60
ORD0091,1,C141,P010,WH004,2024-04-26 18:56:36,4,1871.69
ORD0091,2,C141,P004,WH004,2024-04-26 18:56:36,2,1721.61
ORD0091,3,C141,P021,WH004,2024-04-26 18:56:36,2,1691.50
ORD0092,1,C155,P004,ST002,2024-11-08 08:52:52,1,1741.14
ORD0092,2,C155,P004,ST002,2024-11-08 08:52:52,5,1443.29
ORD0092,3,C155,P005,ST002,2024-11-08 08:52:52,3,504.74
ORD0093,1,C342,P010,ST001,2024-01-09 00:47:51,2,1176.96
ORD0093,2,C342,P022,ST001,2024-01-09 00:47:51,3,955.96
ORD0094,1,C495,P004,ST001,2024-12-09 16:54:53,5,1945.22
ORD0094,2,C495,P017,ST001,2024-12-09 16:54:53,3,1478.34
ORD0094,3,C495,P020,ST001,2024-12-09 16:54:53,2,347.39
ORD0095,1,C930,P009,WH004,2024-09-21 20:28:50,3,71.79
ORD0095,2,C930,P016,WH004,2024-09-21 20:28:50,3,260.64
ORD0096,1,C951,P001,ST004,2024-12-13 13:00:25,4,1549.33
ORD0097,1,C030,P013,ST002,2024-08-20 06:31:43,1,1514.23
ORD0097,2,C030,P010,ST002,2024-08-20 06:31:43,3,545.71
ORD0097,3,C030,P013,ST002,2024-08-20 06:31:43,1,1183.68
ORD0098,1,C798,P020,WH001,2024-02-19 17:31:07,2,185.15
ORD0098,2,C798,P003,WH001,2024-02-19 17:31:07,2,1678.14
ORD0098,3,C798,P025,WH001,2024-02-19 17:31:07,4,377.80
ORD0099,1,C216,P001,WH002,2024-03-21 10:51:59,4,163.08
ORD0099,2,C216,P012,WH002,2024-03-21 10:51:59,2,493.37
ORD0100,1,C651,P020,WH004,2024-03-07 03:49:00,5,399.53
ORD0101,1,C331,P003,WH002,2024-02-08 18:09:38,2,1297.66
ORD0101,2,C331,P025,WH002,2024-02-08 18:09:38,4,1742.87
ORD0102,1,C430,P016,WH001,2024-10-26 01:09:50,2,734.04
ORD0102,2,C430,P020,WH001,2024-10-26 01:09:50,3,1386.30
ORD0103,1,C128,P020,WH002,2024-12-04 08:16:20,3,1069.79
ORD0103,2,C128,P018,WH002,2024-12-04 08:16:20,2,144.56
ORD0103,3,C128,P013,WH002,2024-12-04 08:16:20,1,1955.17
ORD0104,1,C359,P008,WH004,2024-01-03 08:02:30,1,729.36
ORD0105,1,C213,P016,WH003,2024-04-15 00:49:59,3,336.50
ORD0105,2,C213,P001,WH003,2024-04-15 00:49:59,4,441.28
ORD0106,1,C949,P002,ST001,2024-04-05 02:20:01,5,1566.01
ORD0107,1,C005,P007,ST001,2024-12-25 00:48:45,4,637.12
ORD0107,2,C005,P005,ST001,2024-12-25 00:48:45,2,1375.02
ORD0108,1,C097,P007,ST002,2024-07-17 08:00:14,3,1247.77
ORD0108,2,C097,P025,ST002,2024-07-17 08:00:14,2,1502.59
ORD0109,1,C570,P014,WH004,2024-02-24 08:58:43,2,1890.82
ORD0110,1,C257,P016,ST003,2024-03-05 23:26:42,1,1665.12
ORD0110,2,C257,P016,ST003,2024-03-05 23:26:42,4,713.85
ORD0110,3,C257,P017,ST003,2024-03-05 23:26:42,1,349.06
ORD0111,1,C583,P003,WH001,2024-06-06 04:11:22,4,1764.00
ORD0112,1,C152,P004,WH003,2024-08-25 04:30:57,3,927.00
ORD0113,1,C829,P005,WH004,2024-02-13 09:18:24,2,1128.60
ORD0113,2,C829,P006,WH004,2024-02-13 09:18:24,5,229.35
ORD0113,3,C829,P025,WH004,2024-02-13 09:18:24,4,1866.02
ORD0114,1,C966,P017,WH001,2024-02-17 00:00:16,3,581.05
ORD0114,2,C966,P020,WH001,2024-02-17 00:00:16,5,153.02
ORD0115,1,C855,P016,WH004,2024-03-19 21:22:10,5,1252.56
ORD0116,1,C738,P017,ST001,2024-05-23 19:42:20,3,861.07
ORD0116,2,C738,P013,ST001,2024-05-23 19:42:20,4,941.69
ORD0117,1,C143,P005,WH002,2024-04-12 14:28:15,2,637.98
ORD0117,2,C143,P016,WH002,2024-04-12 14:28:15,3,1600.33
ORD0117,3,C143,P017,WH002,2024-04-12 14:28:15,4,263.28
ORD0118,1,C368,P009,WH002,2024-03-22 20:28:41,5,1205.36
ORD0118,2,C368,P023,WH002,2024-03-22 20:28:41,1,435.99
ORD0118,3,C368,P021,WH002,2024-03-22 20:28:41,5,1696.32
ORD0119,1,C677,P021,WH001,2024-04-03 16:48:59,5,1517.75
ORD0119,2,C677,P020,WH001,2024-04-03 16:48:59,2,1197.06
ORD0119,3,C677,P008,WH001,2024-04-03 16:48:59,2,872.23
ORD0120,1,C033,P003,WH003,2024-07-05 09:41:48,3,197.05
ORD0121,1,C859,P023,WH004,2024-01-12 11:45:17,1,1478.13
ORD0121,2,C859,P007,WH004,2024-01-12 11:45:17,3,1145.56
ORD0121,3,C859,P008,WH004,2024-01-12 11:45:17,2,1979.12
ORD0122,1,C040,P022,ST004,2024-10-20 18:19:30,5,303.90
ORD0122,2,C040,P017,ST004,2024-10-20 18:19:30,4,167.54
ORD0122,3,C040,P010,ST004,2024-10-20 18:19:30,1,1498.17
ORD0123,1,C582,P025,ST002,2024-09-20 23:43:47,2,578.52
ORD0123,2,C582,P021,ST002,2024-09-20 23:43:47,3,1034.48
ORD0123,3,C582,P013,ST002,2024-09-20 23:43:47,5,790.75
ORD0124,1,C348,P010,WH004,2024-07-16 03:34:48,5,1659.43
ORD0124,2,C348,P022,WH004,2024-07-16 03:34:48,2,1956.22
ORD0124,3,C348,P019,WH004,2024-07-16 03:34:48,2,1531.38
ORD0125,1,C044,P011,ST002,2024-04-20 22:33:56,3,879.09
ORD0126,1,C873,P006,WH004,2024-09-23 23:52:13,2,1743.01
ORD0126,2,C873,P022,WH004,2024-09-23 23:52:13,4,1157.43
ORD0127,1,C146,P018,WH001,2024-02-29 16:53:34,1,1510.31
ORD0128,1,C844,P008,ST001,2024-11-10 12:38:48,3,1912.41
ORD0128,2,C844,P020,ST001,2024-11-10 12:38:48,4,750.23
ORD0128,3,C844,P006,ST001,2024-11-10 12:38:48,1,1765.97
ORD0129,1,C247,P015,WH003,2024-08-10 05:20:27,5,1284.96
ORD0130,1,C491,P003,ST004,2024-06-13 18:59:25,1,252.78
ORD0130,2,C491,P018,ST004,2024-06-13 18:59:25,3,1509.48
ORD0131,1,C832,P012,ST004,2024-04-08 14:27:31,3,122.21
ORD0131,2,C832,P005,ST004,2024-04-08 14:27:31,1,676.37
ORD0131,3,C832,P006,ST004,2024-04-08 14:27:31,3,1237.33
ORD0132,1,C352,P008,ST001,2024-05-22 19:25:54,4,1592.80
ORD0132,2,C352,P025,ST001,2024-05-22 19:25:54,5,327.01
ORD0132,3,C352,P014,ST001,2024-05-22 19:25:54,3,489.95
ORD0133,1,C518,P022,ST004,2024-08-21 16:49:37,4,738.33
ORD0134,1,C213,P012,WH001,2024-05-22 16:31:48,5,96.85
ORD0134,2,C213,P017,WH001,2024-05-22 16:31:48,3,797.20
ORD0135,1,C589,P017,WH001,2024-12-27 05:47:31,2,1527.13
ORD0135,2,C589,P014,WH001,2024-12-27 05:47:31,1,1284.94
ORD0136,1,C334,P011,WH001,2024-06-25 20:49:53,5,1262.61
ORD0136,2,C334,P008,WH001,2024-06-25 20:49:53,2,1241.67
ORD0137,1,C943,P002,ST002,2024-08-16 21:34:58,4,585.77
ORD0137,2,C943,P018,ST002,2024-08-16 21:34:58,2,71.40
ORD0137,3,C943,P022,ST002,2024-08-16 21:34:58,1,1261.00
ORD0138,1,C701,P009,ST002,2024-09-21 12:02:31,4,679.37
ORD0138,2,C701,P005,ST002,2024-09-21 12:02:31,3,1597.31
ORD0138,3,C701,P002,ST002,2024-09-21 12:02:31,1,1364.97
ORD0139,1,C382,P008,WH001,2024-02-22 16:50:35,3,1462.45
ORD0139,2,C382,P004,WH001,2024-02-22 16:50:35,5,1410.58
ORD0139,3,C382,P022,WH001,2024-02-22 16:50:35,5,600.58
ORD0140,1,C332,P001,WH003,2024-05-31 23:02:40,2,1106.34
ORD0141,1,C630,P016,WH001,2024-04-30 11:09:02,1,1049.29
ORD0141,2,C630,P015,WH001,2024-04-30 11:09:02,2,1468.78
ORD0142,1,C430,P022,WH004,2024-02-24 09:54:23,4,1741.12
ORD0142,2,C430,P019,WH004,2024-02-24 09:54:23,2,1711.49
ORD0143,1,C432,P012,ST001,2024-06-27 03:12:48,2,865.47
ORD0143,2,C432,P004,ST001,2024-06-27 03:12:48,4,375.36
ORD0143,3,C432,P024,ST001,2024-06-27 03:12:48,4,1062.17
ORD0144,1,C401,P011,WH004,2024-10-11 12:45:47,3,1023.16
ORD0144,2,C401,P009,WH004,2024-10-11 12:45:47,1,552.92
ORD0145,1,C378,P009,ST002,2024-08-19 05:36:54,3,1819.81
ORD0145,2,C378,P011,ST002,2024-08-19 05:36:54,1,1416.17
ORD0146,1,C570,P013,ST002,2024-05-22 02:39:36,5,1328.57
ORD0147,1,C968,P024,ST003,2024-01-29 22:04:25,4,926.27
ORD0148,1,C042,P016,WH001,2024-12-03 04:02:31,5,630.59
ORD0149,1,C426,P025,WH004,2024-05-31 08:32:58,1,1291.60
ORD0150,1,C381,P007,WH002,2024-01-30 11:46:27,3,1925.53
ORD0150,2,C381,P011,WH002,2024-01-30 11:46:27,1,279.86
ORD0150,3,C381,P025,WH002,2024-01-30 11:46:27,5,1493.82
ORD0151,1,C010,P025,WH002,2024-07-17 11:18:21,3,393.86
ORD0152,1,C609,P018,ST003,2024-01-25 15:59:14,3,1975.64
ORD0153,1,C829,P014,ST003,2024-05-30 23:21:01,4,1455.51
ORD0153,2,C829,P021,ST003,2024-05-30 23:21:01,5,1942.74
ORD0153,3,C829,P007,ST003,2024-05-30 23:21:01,3,421.45
ORD0154,1,C004,P015,ST002,2024-12-15 01:40:23,3,679.60
ORD0154,2,C004,P018,ST002,2024-12-15 01:40:23,1,1009.62
ORD0155,1,C587,P016,ST003,2024-01-13 08:52:27,2,542.79
ORD0155,2,C587,P001,ST003,2024-01-13 08:52:27,4,1558.22
ORD0155,3,C587,P013,ST003,2024-01-13 08:52:27,3,1405.90
ORD0156,1,C537,P025,WH001,2024-10-14 17:13:49,3,981.38
ORD0157,1,C032,P017,ST002,2024-02-03 21:28:17,4,1150.58
ORD0157,2,C032,P001,ST002,2024-02-03 21:28:17,5,1756.87
ORD0158,1,C573,P017,WH001,2024-04-14 07:01:26,5,112.58
ORD0159,1,C674,P018,ST003,2024-11-24 15:21:26,1,1254.82
ORD0159,2,C674,P006,ST003,2024-11-24 15:21:26,5,253.86
ORD0160,1,C790,P024,ST001,2024-02-24 02:05:40,1,1199.22
ORD0160,2,C790,P007,ST001,2024-02-24 02:05:40,5,45.44
ORD0161,1,C311,P006,ST003,2024-05-11 02:34:36,2,238.14
ORD0161,2,C311,P002,ST003,2024-05-11 02:34:36,2,193.85
ORD0162,1,C691,P018,WH001,2024-05-01 07:37:00,5,421.53
ORD0162,2,C691,P025,WH001,2024-05-01 07:37:00,5,470.03
ORD0162,3,C691,P017,WH001,2024-05-01 07:37:00,3,598.94
ORD0163,1,C566,P023,WH003,2024-01-18 03:37:10,1,1327.60
ORD0163,2,C566,P024,WH003,2024-01-18 03:37:10,4,744.97
ORD0163,3,C566,P009,WH003,2024-01-18 03:37:10,3,289.44
ORD0164,1,C270,P016,ST001,2024-10-08 11:30:20,4,490.08
ORD0164,2,C270,P001,ST001,2024-10-08 11:30:20,1,1326.43
ORD0164,3,C270,P019,ST001,2024-10-08 11:30:20,1,1753.91
ORD0165,1,C674,P018,ST001,2024-08-16 00:10:44,4,1048.44
ORD0165,2,C674,P009,ST001,2024-08-16 00:10:44,5,458.45
ORD0166,1,C484,P018,WH001,2024-02-06 08:52:32,4,1660.44
ORD0167,1,C125,P011,WH001,2024-09-08 16:21:17,4,1402.00
ORD0168,1,C601,P017,ST003,2024-11-16 05:44:39,5,227.71
ORD0168,2,C601,P016,ST003,2024-11-16 05:44:39,2,1879.76
ORD0168,3,C601,P010,ST003,2024-11-16 05:44:39,2,377.75
ORD0169,1,C790,P018,ST004,2024-07-30 07:08:04,2,83.12
ORD0169,2,C790,P014,ST004,2024-07-30 07:08:04,1,1809.07
ORD0170,1,C183,P003,WH004,2024-07-21 12:46:28,4,1833.48
ORD0170,2,C183,P011,WH004,2024-07-21 12:46:28,2,1839.34
ORD0170,3,C183,P023,WH004,2024-07-21 12:46:28,1,703.76
ORD0171,1,C217,P014,ST002,2024-06-09 22:00:13,2,1491.61
ORD0171,2,C217,P003,ST002,2024-06-09 22:00:13,2,89.71
ORD0171,3,C217,P014,ST002,2024-06-09 22:00:13,4,181.69
ORD0172,1,C404,P017,ST003,2024-03-04 13:29:20,3,1149.08
ORD0173,1,C678,P012,WH001,2024-06-17 11:07:29,2,1657.52
ORD0174,1,C593,P024,WH004,2024-04-11 17:06:55,2,1007.14
ORD0174,2,C593,P023,WH004,2024-04-11 17:06:55,2,288.55
ORD0175,1,C254,P003,ST001,2024-05-28 23:29:47,1,576.33
ORD0176,1,C581,P016,WH002,2024-04-11 00:14:56,1,1862.63
ORD0176,2,C581,P018,WH002,2024-04-11 00:14:56,5,1772.75
ORD0176,3,C581,P025,WH002,2024-04-11 00:14:56,2,1224.50
ORD0177,1,C133,P013,WH002,2024-07-16 00:01:00,3,74.03
ORD0177,2,C133,P008,WH002,2024-07-16 00:01:00,2,1438.57
ORD0178,1,C753,P008,WH003,2024-08-01 12:30:52,1,787.84
ORD0179,1,C138,P014,ST003,2024-02-21 16:03:04,1,1954.33
ORD0180,1,C177,P011,ST004,2024-11-22 23:32:01,4,733.76
ORD0180,2,C177,P013,ST004,2024-11-22 23:32:01,5,774.31
ORD0181,1,C859,P011,WH001,2024-06-28 03:23:35,1,1321.26
ORD0181,2,C859,P016,WH001,2024-06-28 03:23:35,4,768.36
ORD0181,3,C859,P004,WH001,2024-06-28 03:23:35,3,1031.18
ORD0182,1,C209,P019,ST002,2024-11-20 01:52:53,3,619.77
ORD0182,2,C209,P008,ST002,2024-11-20 01:52:53,4,986.63
ORD0182,3,C209,P017,ST002,2024-11-20 01:52:53,5,1711.47
ORD0183,1,C579,P006,ST001,2024-03-21 04:32:06,5,1604.63
ORD0184,1,C299,P009,WH001,2024-07-08 14:32:38,2,1956.46
ORD0184,2,C299,P001,WH001,2024-07-08 14:32:38,3,840.38
ORD0185,1,C600,P022,WH002,2024-11-18 09:31:29,3,1847.95
ORD0185,2,C600,P014,WH002,2024-11-18 09:31:29,3,993.97
ORD0185,3,C600,P016,WH002,2024-11-18 09:31:29,4,1528.80
ORD0186,1,C566,P012,WH003,2024-11-17 13:21:38,5,1111.59
ORD0187,1,C676,P019,WH001,2024-02-14 00:09:22,3,559.71
ORD0188,1,C147,P001,WH002,2024-07-09 11:56:56,5,727.06
ORD0189,1,C677,P024,ST003,2024-01-23 15:40:47,5,1694.40
ORD0189,2,C677,P006,ST003,2024-01-23 15:40:47,1,670.63
